country,year,iso_code,population,gdp,cement_co2,cement_co2_per_capita,co2,co2_growth_abs,co2_growth_prct,co2_including_luc,co2_including_luc_growth_abs,co2_including_luc_growth_prct,co2_including_luc_per_capita,co2_including_luc_per_gdp,co2_including_luc_per_unit_energy,co2_per_capita,co2_per_gdp,co2_per_unit_energy,coal_co2,coal_co2_per_capita,consumption_co2,consumption_co2_per_capita,consumption_co2_per_gdp,cumulative_cement_co2,cumulative_co2,cumulative_co2_including_luc,cumulative_coal_co2,cumulative_flaring_co2,cumulative_gas_co2,cumulative_luc_co2,cumulative_oil_co2,cumulative_other_co2,energy_per_capita,energy_per_gdp,flaring_co2,flaring_co2_per_capita,gas_co2,gas_co2_per_capita,ghg_excluding_lucf_per_capita,ghg_per_capita,land_use_change_co2,land_use_change_co2_per_capita,methane,methane_per_capita,nitrous_oxide,nitrous_oxide_per_capita,oil_co2,oil_co2_per_capita,other_co2_per_capita,other_industry_co2,primary_energy_consumption,share_global_cement_co2,share_global_co2,share_global_co2_including_luc,share_global_coal_co2,share_global_cumulative_cement_co2,share_global_cumulative_co2,share_global_cumulative_co2_including_luc,share_global_cumulative_coal_co2,share_global_cumulative_flaring_co2,share_global_cumulative_gas_co2,share_global_cumulative_luc_co2,share_global_cumulative_oil_co2,share_global_cumulative_other_co2,share_global_flaring_co2,share_global_gas_co2,share_global_luc_co2,share_global_oil_co2,share_global_other_co2,total_ghg,total_ghg_excluding_lucf,trade_co2,trade_co2_share
United States,1997,USA,272395424,1.14E+13,38.561,0.142,5691.865,75.434,1.343,5787.349,95.549,1.679,21.246,0.508,0.228,20.896,0.499,0.225,2040.03,7.489,5643.258,20.717,0.495,1834.926,286831.281,410286.938,132814.703,1180.988,46139.473,123625.852,104114.523,746.691,93064.172,2.224,42.481,0.156,1214.479,4.459,24.149,22.617,95.484,0.351,647.6,2.377,257.63,0.946,2327.345,8.544,0.106,28.968,25350.254,5.832,23.421,18.427,22.749,11.225,29.519,25.747,26.643,11.866,42.65,19.736,31.048,22.037,16.938,27.524,1.344,23.78,12.951,6160.86,6578.05,-48.606,-0.854
United States,1998,USA,275835008,1.19E+13,39.461,0.143,5737.129,45.265,0.795,5845.254,57.906,1.001,21.191,0.491,0.229,20.799,0.482,0.225,2064.125,7.483,5807.569,21.055,0.488,1874.387,292568.438,416132.188,134878.828,1221.192,47331.074,123733.977,106486.336,776.613,92491.875,2.143,40.204,0.146,1191.601,4.32,24.016,22.509,108.125,0.392,636.24,2.307,254.87,0.924,2371.816,8.599,0.108,29.922,25512.498,5.992,23.694,19.681,23.655,11.022,29.377,25.636,26.592,11.98,42.01,19.581,30.846,21.52,16.734,26.572,1.971,23.998,13.572,6208.83,6624.46,70.44,1.228
United States,1999,USA,279181568,1.25E+13,40.239,0.144,5810.332,73.202,1.276,5955.279,110.025,1.882,21.331,0.478,0.229,20.812,0.466,0.224,2065.358,7.398,5985.869,21.441,0.48,1914.626,298378.75,422087.5,136944.188,1261.246,48530.18,123878.922,108921.789,806.733,93004.367,2.083,40.054,0.143,1199.103,4.295,23.731,22.244,144.948,0.519,624.01,2.235,253.31,0.907,2435.457,8.724,0.108,30.12,25965.105,5.823,23.493,19.705,23.324,10.819,29.234,25.527,26.536,12.097,41.377,19.436,30.654,21.074,17.209,25.944,2.641,24.084,13.74,6210.12,6625.28,175.537,3.021
United States,2000,USA,282398560,1.30E+13,41.445,0.147,6016.351,206.019,3.546,6147.375,192.096,3.226,21.768,0.474,0.232,21.304,0.464,0.227,2165.606,7.669,6244.75,22.113,0.481,1956.071,304395.094,428234.875,139109.797,1301.477,49782.508,124009.945,111411.578,833.681,93999.859,2.046,40.231,0.142,1252.332,4.435,24.035,22.566,131.025,0.464,619.46,2.194,252.16,0.893,2489.788,8.817,0.095,26.948,26545.426,5.741,23.637,20.109,23.531,10.62,29.098,25.429,26.483,12.158,40.799,19.301,30.471,20.614,14.423,26.469,2.561,24.168,12.461,6372.54,6787.48,228.4,3.796
United States,2001,USA,285470496,1.31E+13,41.613,0.146,5911.988,-104.362,-1.735,5951.853,-195.523,-3.181,20.849,0.454,0.23,20.71,0.451,0.228,2100.694,7.359,6168.973,21.61,0.471,1997.684,310307.094,434186.719,141210.484,1341.619,50981.941,124049.812,113915.125,860.244,90772.188,1.978,40.142,0.141,1199.433,4.202,23.596,22.192,39.864,0.14,611.81,2.143,246.2,0.862,2503.544,8.77,0.093,26.563,25912.781,5.517,23.032,19.574,22.697,10.419,28.953,25.325,26.417,12.212,40.209,19.166,30.295,20.206,14.279,25.126,0.841,24.094,12.466,6335.1,6736.03,256.985,4.347
United States,2002,USA,288350240,1.33E+13,43.164,0.15,5952.699,40.711,0.689,5955.593,3.741,0.063,20.654,0.447,0.226,20.644,0.446,0.226,2105.588,7.302,6295.762,21.834,0.472,2040.848,316259.781,440142.344,143316.078,1382.087,52220.949,124052.711,116412.711,887.132,91201.062,1.972,40.468,0.14,1239.007,4.297,22.829,21.441,2.895,0.01,605.54,2.1,247.74,0.859,2497.583,8.662,0.093,26.888,26297.848,5.422,22.65,18.932,21.754,10.22,28.802,25.21,26.334,12.248,39.652,19.014,30.127,19.832,13.555,25.256,0.056,24.048,12.462,6182.64,6582.64,343.063,5.763
United States,2003,USA,291109824,1.37E+13,43.349,0.149,6015.804,63.106,1.06,6062.813,107.22,1.8,20.827,0.442,0.23,20.665,0.439,0.228,2145.491,7.37,6488.179,22.288,0.473,2084.197,322275.594,446205.125,145461.562,1422.314,53422.812,124099.711,118971.82,912.898,90619.102,1.924,40.227,0.138,1201.862,4.129,22.829,21.454,47.009,0.161,605.88,2.081,254.74,0.875,2559.109,8.791,0.089,25.766,26380.111,5.086,21.756,18.204,20.397,10.01,28.629,25.079,26.222,12.278,39.057,18.858,29.961,19.45,13.437,23.652,0.832,23.962,11.691,6245.34,6645.62,472.375,7.852
United States,2004,USA,293947872,1.42E+13,45.886,0.156,6117.963,102.158,1.698,6095.026,32.212,0.531,20.735,0.428,0.227,20.813,0.43,0.227,2166.105,7.369,6623.224,22.532,0.466,2130.083,328393.562,452300.156,147627.672,1463.099,54628.047,124076.773,121604.102,940.556,91504.484,1.89,40.786,0.139,1205.237,4.1,22.903,21.541,-22.937,-0.078,605.31,2.059,255.76,0.87,2632.29,8.955,0.094,27.658,26897.549,5.039,21.364,17.927,19.924,9.802,28.449,24.945,26.101,12.287,38.46,18.702,29.796,19.099,12.596,22.926,-0.428,23.838,11.971,6331.91,6732.26,505.261,8.259
United States,2005,USA,296842656,1.47E+13,46.194,0.156,6137.604,19.641,0.321,6162.958,67.932,1.115,20.762,0.419,0.229,20.676,0.417,0.228,2189.646,7.376,6729.185,22.669,0.458,2176.277,334531.156,458463.125,149817.312,1504.214,55815.668,124102.133,124248.344,969.349,90654.531,1.83,41.115,0.139,1187.619,4.001,22.749,21.399,25.355,0.085,607.07,2.045,257.76,0.868,2644.237,8.908,0.097,28.793,26910.133,4.79,20.725,17.951,18.969,9.589,28.256,24.815,25.958,12.276,37.862,18.574,29.635,18.763,11.914,22.072,0.538,23.738,11.908,6352.14,6752.84,591.581,9.639
United States,2006,USA,299753088,1.51E+13,46.851,0.156,6057.163,-80.44,-1.311,6017.482,-145.476,-2.36,20.075,0.399,0.225,20.207,0.401,0.227,2153.51,7.184,6716.711,22.407,0.445,2223.128,340588.344,464480.594,151970.828,1545.959,56989.453,124062.453,126859.164,999.8,89067.039,1.769,41.745,0.139,1173.784,3.916,22.221,20.885,-39.681,-0.132,608.13,2.029,263.1,0.878,2610.823,8.71,0.102,30.451,26698.119,4.455,19.799,16.872,17.668,9.361,28.043,24.664,25.787,12.27,37.266,18.428,29.467,18.45,12.035,21.315,-0.782,23.215,12.054,6260.2,6660.82,659.548,10.889
United States,2007,USA,302743392,1.54E+13,45.509,0.15,6135.287,78.124,1.29,6075.124,57.642,0.958,20.067,0.395,0.224,20.266,0.399,0.227,2176.463,7.189,6651.804,21.972,0.433,2268.637,346723.625,470555.719,154147.297,1588.187,58237.574,124002.289,129452.742,1029.184,89395.141,1.761,42.228,0.139,1248.122,4.123,22.354,21.032,-60.163,-0.199,613.66,2.027,270.59,0.894,2593.582,8.567,0.097,29.384,27063.787,4.03,19.473,16.902,17.035,9.119,27.826,24.519,25.601,12.251,36.715,18.299,29.301,18.125,11.602,21.919,-1.356,22.985,11.334,6367.28,6767.47,516.517,8.419
United States,2008,USA,305694912,1.53E+13,41.416,0.135,5918.869,-216.419,-3.527,5899.156,-175.968,-2.897,19.298,0.385,0.223,19.362,0.386,0.224,2136.485,6.989,6327.503,20.699,0.413,2310.052,352642.5,476454.875,156283.766,1632.037,59490.801,123982.578,131868.172,1057.647,86378.656,1.724,43.85,0.143,1253.227,4.1,21.537,20.23,-19.712,-0.064,622.1,2.035,255.99,0.837,2415.427,7.901,0.093,28.464,26405.516,3.621,18.447,16.061,16.194,8.878,27.59,24.36,25.399,12.236,36.168,18.171,29.107,17.812,11.722,21.37,-0.425,21.468,10.964,6184.08,6583.85,408.635,6.904
United States,2009,USA,308512032,1.49E+13,29.615,0.096,5482.978,-435.891,-7.364,5421.862,-477.294,-8.091,17.574,0.364,0.216,17.772,0.368,0.218,1872.668,6.07,5784.665,18.75,0.388,2339.667,358125.469,481876.75,158156.438,1674.872,60722.551,123921.469,134148.625,1083.3,81376.18,1.686,42.835,0.139,1231.751,3.993,19.962,18.662,-61.116,-0.198,611.03,1.981,247.74,0.803,2280.457,7.392,0.083,25.653,25105.531,2.519,17.371,14.815,14.387,8.603,27.344,24.185,25.171,12.21,35.67,18.029,28.909,17.525,11.29,21.414,-1.214,20.737,10.532,5757.6,6158.4,301.687,5.502
United States,2010,USA,311182848,1.53E+13,31.449,0.101,5681.392,198.414,3.619,5669.374,247.512,4.565,18.219,0.371,0.218,18.257,0.372,0.219,1982.983,6.372,5971.111,19.188,0.391,2371.116,363806.844,487546.125,160139.422,1720.111,62013.066,123909.445,136448.984,1114.153,83397.477,1.699,45.239,0.145,1290.515,4.147,20.654,19.365,-12.018,-0.039,628.18,2.019,254.67,0.818,2300.353,7.392,0.099,30.853,25951.865,2.506,17.028,14.84,14.239,8.334,27.088,24.009,24.934,12.2,35.149,17.902,28.702,17.334,11.853,20.83,-0.248,20.25,12.543,6026.14,6427.13,289.719,5.099
United States,2011,USA,313876608,1.55E+13,32.208,0.103,5546.629,-134.763,-2.372,5463.053,-206.321,-3.639,17.405,0.352,0.212,17.671,0.358,0.216,1872.951,5.967,5822.865,18.551,0.375,2403.325,369353.5,493009.188,162012.359,1769.696,63323.543,123825.875,138700.75,1143.802,81962.352,1.659,49.585,0.158,1310.474,4.175,19.847,18.517,-83.576,-0.266,633.4,2.018,264.56,0.843,2251.761,7.174,0.094,29.649,25726.064,2.386,16.083,13.848,12.709,8.064,26.812,23.815,24.66,12.231,34.641,17.762,28.493,17.066,13.391,20.583,-1.684,19.773,10.789,5811.96,6229.6,276.236,4.98
United States,2012,USA,316651328,1.58E+13,35.27,0.111,5345.454,-201.175,-3.627,5354.944,-108.109,-1.979,16.911,0.338,0.214,16.881,0.337,0.213,1658.503,5.238,5656.314,17.863,0.357,2438.595,374698.938,498364.125,163670.891,1822.79,64695.625,123835.359,140896.531,1174.525,79102.352,1.58,53.094,0.168,1372.083,4.333,18.983,17.664,9.49,0.03,644.28,2.035,257.37,0.813,2195.781,6.934,0.097,30.723,25047.865,2.547,15.27,13.443,11.114,7.819,26.526,23.62,24.359,12.275,34.176,17.641,28.273,16.831,13.959,21.107,0.197,19.025,11.12,5593.25,6011.12,310.86,5.815
United States,2013,USA,319375168,1.61E+13,36.369,0.114,5480.926,135.472,2.534,5460.921,105.977,1.979,17.099,0.339,0.212,17.161,0.34,0.213,1720.269,5.386,5743.123,17.982,0.357,2474.964,380179.875,503825.031,165391.141,1881.63,66105.992,123815.352,143120.75,1205.387,80556.516,1.597,58.84,0.184,1410.367,4.416,19.263,17.955,-20.005,-0.063,646.78,2.025,260.52,0.816,2224.219,6.964,0.097,30.862,25727.75,2.518,15.518,13.67,11.45,7.585,26.258,23.435,24.077,12.349,33.755,17.523,28.065,16.574,15.183,21.557,-0.432,19.131,10.493,5734.28,6152.16,262.196,4.784
United States,2014,USA,322033952,1.65E+13,39.439,0.122,5528.871,47.945,0.875,5561.737,100.816,1.846,17.271,0.337,0.214,17.169,0.335,0.213,1710.368,5.311,5842.337,18.142,0.354,2514.403,385708.719,509386.781,167101.516,1945.801,67541.008,123848.219,145368.188,1237.812,80725.086,1.577,64.171,0.199,1435.02,4.456,19.245,17.947,32.866,0.102,670.36,2.082,262.03,0.814,2247.448,6.979,0.101,32.425,25996.219,2.629,15.54,13.734,11.363,7.367,26.001,23.255,23.804,12.453,33.354,17.406,27.868,16.335,16.543,21.564,0.668,19.244,10.636,5779.54,6197.43,313.466,5.67
United States,2015,USA,324607776,1.69E+13,39.907,0.123,5376.578,-152.293,-2.755,5399.148,-162.589,-2.923,16.633,0.319,0.21,16.563,0.318,0.209,1479.001,4.556,5795.042,17.852,0.343,2554.31,391085.312,514785.938,168580.516,2010.911,69017,123870.789,147653.516,1269.057,79317.367,1.523,65.11,0.201,1475.993,4.547,18.737,17.452,22.57,0.07,671.59,2.069,261.11,0.804,2285.321,7.04,0.096,31.245,25747.033,2.763,15.12,13.187,10.054,7.18,25.746,23.071,23.522,12.562,32.978,17.279,27.673,16.104,16.976,21.744,0.419,19.157,10.32,5665.21,6082.16,418.464,7.783
United States,2016,USA,327210208,1.72E+13,39.439,0.121,5251.757,-124.82,-2.322,5313.056,-86.092,-1.595,16.237,0.31,0.207,16.05,0.306,0.204,1347.797,4.119,5663.945,17.31,0.33,2593.75,396337.094,520098.969,169928.312,2065.469,70498.711,123932.094,149953.125,1297.701,78613.539,1.499,54.557,0.167,1481.713,4.528,18.258,17.554,61.299,0.187,653.04,1.996,267.18,0.817,2299.607,7.028,0.088,28.644,25723.152,2.651,14.784,13.265,9.385,6.998,25.496,22.898,23.244,12.604,32.599,17.179,27.484,15.864,14.418,21.247,1.354,19.125,9.545,5743.85,5974.2,412.188,7.849
United States,2017,USA,329791232,1.76E+13,40.324,0.122,5210.958,-40.8,-0.777,5276.91,-36.147,-0.68,16.001,0.3,0.204,15.801,0.296,0.202,1308.479,3.968,5635.312,17.088,0.32,2634.073,401548.031,525375.875,171236.781,2124.714,71959.109,123998.047,152267.797,1325.543,78289.016,1.467,59.245,0.18,1460.392,4.428,17.947,17.252,65.952,0.2,669.66,2.031,267.1,0.81,2314.675,7.019,0.084,27.842,25819.031,2.674,14.436,13.052,9.02,6.829,25.245,22.726,22.967,12.663,32.211,17.085,27.296,15.627,15.114,20.44,1.522,18.907,9.21,5689.61,5918.76,424.355,8.144
United States,2018,USA,332140032,1.81E+13,38.971,0.117,5376.657,165.7,3.18,5457.595,180.686,3.424,16.432,0.301,0.204,16.188,0.296,0.201,1256.202,3.782,5804.678,17.477,0.32,2673.044,406924.688,530833.5,172493,2197.501,73577.82,124078.984,154633.078,1350.237,80575.875,1.475,72.787,0.219,1618.72,4.874,18.431,17.741,80.938,0.244,710.57,2.139,268.55,0.809,2365.283,7.121,0.074,24.694,26762.473,2.483,14.6,13.309,8.518,6.659,25.004,22.561,22.687,12.783,31.861,16.999,27.124,15.37,17.662,21.497,1.936,19.283,8.164,5892.37,6121.63,428.02,7.961
United States,2019,USA,334319680,,40.896,0.122,5259.144,-117.513,-2.186,5353.529,-104.067,-1.907,16.013,,0.201,15.731,,0.198,1070.724,3.203,5692.483,17.027,,2713.94,412183.812,536187,173563.719,2285.884,75251.828,124173.359,156991.906,1376.548,79479.797,,88.383,0.264,1673.999,5.007,17.951,17.262,94.385,0.282,745.24,2.229,265.74,0.795,2358.831,7.056,0.079,26.311,26571.66,2.528,14.182,12.857,7.271,6.499,24.763,22.393,22.394,12.966,31.542,16.906,26.954,15.141,20.121,21.889,2.071,19.107,8.58,5771,6001.21,433.339,8.24
United States,2020,USA,335942016,,40.688,0.121,4715.691,-543.453,-10.333,4820.445,-533.084,-9.958,14.349,,0.196,14.037,,0.192,878.973,2.616,5197.397,15.471,,2754.627,416899.531,541007.438,174442.688,2353.569,76905.508,124278.117,159041.234,1401.88,73206.75,,67.684,0.201,1653.678,4.923,,,104.754,0.312,,,,,2049.336,6.1,0.075,25.332,24593.223,2.485,13.373,12.259,6.201,6.348,24.526,22.229,22.103,13.048,31.245,16.827,26.791,14.933,16.606,21.885,2.582,18.311,8.549,,,481.706,10.215
United States,2021,USA,336997632,,41.203,0.122,5007.336,291.645,6.185,5120.114,299.669,6.217,15.193,,0.198,14.859,,0.194,1002.3,2.974,,,,2795.831,421906.844,546127.562,175444.984,2421.253,78542.547,124390.891,161275.016,1427.211,76633.953,,67.684,0.201,1637.038,4.858,,,112.778,0.335,,,,,2233.778,6.628,0.075,25.332,25825.461,2.463,13.488,12.469,6.691,6.204,24.29,22.067,21.816,13.12,30.915,16.753,26.636,14.738,16.25,20.665,2.863,18.871,8.554,,,,
