country,year,iso_code,population,gdp,cement_co2,cement_co2_per_capita,co2,co2_growth_abs,co2_growth_prct,co2_including_luc,co2_including_luc_growth_abs,co2_including_luc_growth_prct,co2_including_luc_per_capita,co2_including_luc_per_gdp,co2_including_luc_per_unit_energy,co2_per_capita,co2_per_gdp,co2_per_unit_energy,coal_co2,coal_co2_per_capita,consumption_co2,consumption_co2_per_capita,consumption_co2_per_gdp,cumulative_cement_co2,cumulative_co2,cumulative_co2_including_luc,cumulative_coal_co2,cumulative_flaring_co2,cumulative_gas_co2,cumulative_luc_co2,cumulative_oil_co2,cumulative_other_co2,energy_per_capita,energy_per_gdp,flaring_co2,flaring_co2_per_capita,gas_co2,gas_co2_per_capita,ghg_excluding_lucf_per_capita,ghg_per_capita,land_use_change_co2,land_use_change_co2_per_capita,methane,methane_per_capita,nitrous_oxide,nitrous_oxide_per_capita,oil_co2,oil_co2_per_capita,other_co2_per_capita,other_industry_co2,primary_energy_consumption,share_global_cement_co2,share_global_co2,share_global_co2_including_luc,share_global_coal_co2,share_global_cumulative_cement_co2,share_global_cumulative_co2,share_global_cumulative_co2_including_luc,share_global_cumulative_coal_co2,share_global_cumulative_flaring_co2,share_global_cumulative_gas_co2,share_global_cumulative_luc_co2,share_global_cumulative_oil_co2,share_global_cumulative_other_co2,share_global_flaring_co2,share_global_gas_co2,share_global_luc_co2,share_global_oil_co2,share_global_other_co2,total_ghg,total_ghg_excluding_lucf,trade_co2,trade_co2_share
Asia,1950,,1378554727,,6.325,0.005,475.177,16.578,3.615,2899.682,495.17,20.593,2.103,1.824,,0.345,0.299,,305.209,0.221,,,,89.314,12491.018,95256.445,9771.89,0,57.201,126442.109,2572.613,,,,0,0,5.493,0.004,,,2451.729,1.778,,,,,158.149,0.115,,,,9.444,7.915,25.373,7.915,9.931,5.414,15.676,4.952,0,1.177,33.142,9.38,,0,1.556,45.192,9.595,,,,,
Asia,1951,,1405143078,,8.663,0.006,455.045,-20.131,-4.237,3079.898,180.216,6.215,2.192,1.759,,0.324,0.26,,351.857,0.25,,,,97.977,12946.063,98336.344,10123.747,0,63.312,129095.953,2661.026,,,,0,0,6.112,0.004,,,2653.835,1.889,,,,,88.413,0.063,,,,11.423,7.133,25.711,8.666,10.047,5.46,15.87,5.027,0,1.2,33.348,9.123,,0,1.469,47.398,5.074,,,,,
Asia,1952,,1434494047,,9.561,0.007,504.698,49.653,10.912,3278.676,198.778,6.454,2.286,1.733,,0.352,0.267,,390.224,0.272,,,,107.537,13450.761,101615.016,10513.971,0,69.972,131899.344,2759.281,,,,0,0,6.659,0.005,,,2803.4,1.954,,,,,98.255,0.068,,,,11.826,7.806,26.896,9.734,10.183,5.522,16.082,5.119,0,1.223,33.576,8.899,,0,1.489,48.973,5.346,,,,,
Asia,1953,,1465867616,,11.407,0.008,540.253,35.554,7.045,3474.201,195.525,5.964,2.37,1.683,,0.369,0.262,,406.514,0.277,,,,118.945,13991.015,105089.219,10920.486,0,77.434,134866.047,2874.149,,,,0,0,7.463,0.005,,,2966.704,2.024,,,,,114.868,0.078,,,,12.727,8.127,27.838,10.053,10.382,5.592,16.31,5.214,0,1.249,33.829,8.72,,0,1.573,50.868,5.884,,,,,
Asia,1954,,1498211442,,13.691,0.009,592.035,51.783,9.585,3651.856,177.655,5.114,2.437,1.753,,0.395,0.284,,436.488,0.291,,,,132.636,14583.049,108741.078,11356.973,0,85.726,137964.172,3007.715,,,,0,0,8.291,0.006,,,3098.132,2.068,,,,,133.565,0.089,,,,14.081,8.719,28.544,10.805,10.671,5.674,16.548,5.32,0,1.28,34.093,8.587,,0,1.654,51.604,6.457,,,,,
Asia,1955,,1532368957,,14.24,0.009,674.786,82.751,13.977,3873.803,221.947,6.078,2.528,1.758,,0.44,0.306,,476.303,0.311,,,,146.876,15257.836,112614.875,11833.276,11.641,96.828,141176.266,3169.215,,,,11.641,0.008,11.102,0.007,,,3212.082,2.096,,,,,161.501,0.105,,,,13.238,9.066,28.424,10.892,10.876,5.77,16.79,5.432,2.353,1.336,34.361,8.487,,12.021,2.029,51.929,6.986,,,,,
Asia,1956,,1566934853,,17.006,0.011,749.28,74.494,11.04,4083.201,209.398,5.405,2.606,1.737,,0.478,0.319,,521.408,0.333,,,,163.881,16007.116,116698.078,12354.685,24.395,110.448,144522.438,3353.706,,,,12.754,0.008,13.621,0.009,,,3346.185,2.135,,,,,184.491,0.118,,,,14.582,9.456,28.523,11.342,11.17,5.877,17.035,5.554,4.047,1.41,34.637,8.416,,11.791,2.32,52.358,7.356,,,,,
Asia,1957,,1603074679,,19.682,0.012,843.53,94.25,12.579,4304.551,221.35,5.421,2.685,1.765,,0.526,0.346,,592.389,0.37,,,,183.563,16850.645,121002.633,12947.073,33.059,128.307,147995.859,3558.644,,,,8.664,0.005,17.858,0.011,,,3473.399,2.167,,,,,204.938,0.128,,,,16.052,10.305,29.147,12.653,11.547,6.006,17.29,5.7,4.661,1.513,34.918,8.379,,8.144,2.762,52.766,7.818,,,,,
Asia,1958,,1639899539,,22.114,0.013,1137.921,294.391,34.9,4728.099,423.547,9.84,2.883,1.876,,0.694,0.452,,861.175,0.525,,,,205.677,17988.566,125730.734,13808.249,42.93,150.31,151598.547,3781.402,,,,9.871,0.006,22.003,0.013,,,3602.701,2.197,,,,,222.758,0.136,,,,17.04,13.518,31.121,18.113,11.962,6.225,17.584,5.955,5.337,1.636,35.206,8.367,,10.378,3.117,53.177,8.171,,,,,
Asia,1959,,1672174028,,26.272,0.016,1373.618,235.697,20.713,5228.439,500.341,10.582,3.127,2.011,,0.821,0.528,,1061.559,0.635,,,,231.949,19362.186,130959.172,14869.807,54.138,176.708,155469.828,4029.584,,,,11.208,0.007,26.398,0.016,,,3871.272,2.315,,,,,248.182,0.148,,,,18.077,15.51,32.759,21.454,12.438,6.501,17.916,6.279,6.042,1.777,35.519,8.377,,12.224,3.482,54.492,8.544,,,,,
Asia,1960,,1698939691,,32.137,0.019,1538.406,164.788,11.997,4368.025,-860.414,-16.456,2.571,1.612,,0.906,0.568,,1145.768,0.674,,,,264.086,20900.592,135327.188,16015.575,66.818,211.375,158311.25,4323.812,18.925,,,12.68,0.007,34.668,0.02,,,2841.432,1.672,,,,,294.228,0.173,0.011,18.925,,20.406,16.388,27.376,22.237,13.059,6.803,18.118,6.618,6.782,1.961,35.633,8.441,8.779,14.225,4.154,43.261,9.411,68.801,,,,
Asia,1961,,1725304326,,30.684,0.018,1393.256,-145.15,-9.435,4228.976,-139.05,-3.183,2.451,1.553,,0.808,0.512,,951.355,0.551,,,,294.77,22293.848,139556.172,16966.93,81.208,252.087,161157.734,4659.511,39.342,,,14.39,0.008,40.712,0.024,,,2846.488,1.65,,,,,335.699,0.195,0.012,20.417,,18.684,14.793,27.241,19.245,13.481,7.041,18.303,6.871,7.58,2.162,35.782,8.543,16.071,16.69,4.616,46.617,10.131,69.875,,,,
Asia,1962,,1760632925,,34.167,0.019,1342.288,-50.968,-3.658,3999.436,-229.54,-5.428,2.272,1.386,,0.762,0.465,,854.504,0.485,,,,328.936,23636.137,143555.609,17821.434,97.025,298.228,163825.234,5030.062,60.45,,,15.817,0.009,46.141,0.026,,,2667.502,1.515,,,,,370.551,0.21,0.012,21.108,,19.364,13.766,25.566,17.337,13.92,7.242,18.449,7.076,8.384,2.362,35.905,8.657,21.976,18.407,4.768,45.268,10.403,69.717,,,,
Asia,1963,,1806724539,,36.948,0.02,1422.811,80.522,5.999,3914.518,-84.918,-2.123,2.167,1.256,,0.788,0.457,,868.14,0.481,,,,365.884,25058.947,147470.125,18689.572,120.788,351.44,166328.188,5448.741,82.519,,,23.763,0.013,53.212,0.029,,,2502.952,1.385,,,,,418.679,0.232,0.012,22.069,,19.858,13.852,24.582,16.991,14.354,7.443,18.572,7.273,9.68,2.57,36.007,8.801,26.895,26.256,5.083,44.28,10.998,69.506,,,,
Asia,1964,,1854882565,,41.595,0.022,1507.063,84.253,5.922,3902.092,-12.425,-0.317,2.104,1.144,,0.812,0.442,,876.228,0.472,,,,407.479,26566.008,151372.219,19565.801,165.534,412.835,168734.281,5907.57,106.791,,,44.746,0.024,61.394,0.033,,,2406.075,1.297,,,,,458.829,0.247,0.013,24.271,,20.17,13.916,23.931,16.801,14.789,7.645,18.68,7.463,12.166,2.784,36.1,8.949,31.243,39.671,5.325,43.941,11.17,69.385,,,,
Asia,1965,,1901594742,,45.465,0.024,1649.484,142.42,9.45,3821.407,-80.685,-2.068,2.01,1.064,0.75,0.867,0.459,0.324,937.498,0.493,,,,452.945,28215.492,155193.625,20503.301,226.259,481.163,170917.469,6421.653,130.173,2815.692,,60.725,0.032,68.329,0.036,,,2183.194,1.148,,,,,514.083,0.27,0.012,23.383,5354.305,21.001,14.575,23.324,17.711,15.242,7.864,18.772,7.665,15.174,2.996,36.175,9.118,34.59,46.553,5.553,43.089,11.651,67.713,,,,
Asia,1966,,1948036863,,51.997,0.027,1796.642,147.159,8.922,3954.295,132.888,3.477,2.03,1.042,0.714,0.922,0.473,0.324,991.362,0.509,,,,504.941,30012.135,159147.922,21494.66,296.628,556.412,173086.766,7005.127,154.365,2982.958,,70.369,0.036,75.249,0.039,,,2169.308,1.114,,,,,583.474,0.3,0.012,24.192,5810.912,22.311,15.14,23.658,18.526,15.756,8.097,18.869,7.878,18.135,3.198,36.262,9.316,37.417,48.676,5.616,44.749,12.253,66.789,,,,
Asia,1967,,1994226633,,53.703,0.027,1824.612,27.97,1.557,3916.958,-37.337,-0.944,1.964,0.976,0.676,0.915,0.455,0.315,924.984,0.464,,,,558.644,31836.748,163064.875,22419.646,387.192,637.709,175190.547,7653.948,179.608,3051.823,,90.564,0.045,81.296,0.041,,,2103.759,1.055,,,,,648.821,0.325,0.013,25.244,6086.027,22.385,14.902,22.814,17.565,16.217,8.314,18.948,8.062,21.2,3.386,36.328,9.535,39.935,47.47,5.673,42.717,12.779,67.86,,,,
Asia,1968,,2042761361,,58.048,0.028,2015.469,190.856,10.46,3902.04,-14.917,-0.381,1.91,0.914,0.624,0.987,0.472,0.322,981.346,0.48,,,,616.692,33852.219,166966.922,23400.99,481.175,727.182,177088.594,8420.37,205.805,3215.442,,93.983,0.046,89.473,0.044,,,1898.062,0.929,,,,,766.422,0.375,0.013,26.197,6568.381,22.728,15.611,21.813,18.435,16.667,8.552,19.006,8.257,23.701,3.566,36.346,9.814,42.143,46.115,5.737,38.133,13.859,67.88,,,,
Asia,1969,,2093665797,,65.284,0.031,2288.907,273.439,13.567,4198.416,296.375,7.595,2.005,0.895,0.588,1.093,0.488,0.321,1098.435,0.525,,,,681.977,36141.121,171165.328,24499.428,601.809,829.375,179015.391,9294.446,234.09,3566.017,,120.634,0.058,102.193,0.049,,,1926.788,0.92,,,,,874.076,0.417,0.014,28.285,7466.047,24.109,16.626,22.776,19.893,17.174,8.824,19.084,8.479,26.462,3.753,36.393,10.127,44.163,49.433,5.981,41.294,14.615,67.816,,,,
Asia,1970,,2144906508,,73.46,0.034,2696.106,407.199,17.79,4404.098,205.683,4.899,2.053,0.857,0.544,1.257,0.524,0.333,1290.839,0.602,,,,755.436,38837.23,175569.438,25790.266,731.74,934.338,180726.547,10360.14,265.31,3943.626,,129.931,0.061,104.963,0.049,,,1711.161,0.798,,,,,1065.693,0.497,0.015,31.22,8458.709,25.47,18.096,22.588,22.661,17.736,9.149,19.158,8.753,28.673,3.911,36.401,10.509,46.189,46.781,5.862,37.21,15.669,70.395,,,,
Asia,1971,,2195423804,,80.498,0.037,2950.439,254.333,9.433,5035.783,631.685,14.343,2.294,0.93,0.566,1.344,0.545,0.332,1379.189,0.628,,,,835.934,41787.672,180605.203,27169.457,895.431,1046.602,182815.656,11543.332,296.916,4229.632,,163.691,0.075,112.264,0.051,,,2089.103,0.952,,,,,1183.193,0.539,0.014,31.605,9285.835,26.537,19.028,25.064,24.197,18.321,9.497,19.285,9.046,31.163,4.053,36.485,10.912,47.962,50.926,5.807,45.555,16.427,70.766,,,,
Asia,1972,,2245577141,,87.368,0.039,3120.408,169.968,5.761,5500.333,464.55,9.225,2.449,0.963,0.581,1.39,0.546,0.33,1401.232,0.624,,,,923.302,44908.078,186105.547,28570.688,1082.532,1166.824,185201.016,12833.241,331.491,4394.356,,187.101,0.083,120.222,0.054,,,2385.374,1.062,,,,,1289.909,0.574,0.015,34.576,9867.866,27.171,19.228,26.419,24.611,18.904,9.843,19.44,9.336,33.616,4.186,36.625,11.302,49.688,53.94,5.859,51.963,16.608,71.925,,,,
Asia,1973,,2296593872,,95.907,0.042,3351.738,231.331,7.413,5789.541,289.207,5.258,2.521,0.875,0.564,1.459,0.506,0.327,1448.281,0.631,,,,1019.209,48259.812,191895.094,30018.967,1305.628,1302.245,187643.328,14244.73,369.035,4655.062,,223.095,0.097,135.421,0.059,,,2442.312,1.063,,,,,1411.49,0.615,0.016,37.544,10690.787,28.166,19.617,26.886,24.706,19.507,10.196,19.604,9.625,36.043,4.329,36.785,11.698,51.343,55.477,6.145,54.913,17.159,72.721,,,,
Asia,1974,,2346946783,,94.771,0.04,3411.388,59.649,1.78,5535.013,-254.527,-4.396,2.358,0.874,0.528,1.454,0.539,0.326,1472.002,0.627,,,,1113.98,51671.203,197430.094,31490.969,1525.718,1454.119,189773.25,15679.369,407.046,4660.636,,220.09,0.094,151.875,0.065,,,2129.92,0.908,,,,,1434.638,0.611,0.016,38.011,10938.266,27.789,20.046,25.939,25.095,20.015,10.538,19.739,9.91,38.012,4.497,36.89,12.072,52.784,56.239,6.723,49.293,17.694,72.557,,,,
Asia,1975,,2395376069,,99.334,0.041,3576.808,165.42,4.849,5705.775,170.762,3.085,2.382,0.86,0.525,1.493,0.539,0.329,1619.192,0.676,,,,1213.314,55248.012,203135.875,33110.16,1718.568,1621.018,191907.609,17143.496,441.453,4733.306,,192.85,0.081,166.899,0.07,,,2134.353,0.891,,,,,1464.126,0.611,0.014,34.406,11338.047,29.292,20.973,26.632,26.821,20.548,10.889,19.884,10.226,39.503,4.686,36.99,12.43,53.946,57.279,7.399,48.84,18.213,72.942,,,,
Asia,1976,,2442681709,,105.775,0.043,3801.749,224.941,6.289,5926.004,220.229,3.86,2.426,0.857,0.516,1.556,0.55,0.331,1637.472,0.67,,,,1319.089,59049.758,209061.875,34747.633,1948.943,1802.418,194037.562,18753.701,477.973,4909.959,,230.375,0.094,181.4,0.074,,,2129.957,0.872,,,,,1610.207,0.659,0.015,36.52,11993.469,29.868,21.13,26.578,26.141,21.075,11.24,20.027,10.528,41.066,4.874,37.093,12.804,55.044,58.265,7.6,49.478,18.852,73.016,,,,
Asia,1977,,2489872409,,115.394,0.046,4046.414,244.665,6.436,6261.108,335.103,5.655,2.515,0.857,0.511,1.625,0.554,0.33,1743.941,0.7,,,,1434.483,63096.172,215322.984,36491.574,2174.852,1996.442,196258.906,20484.432,514.388,5138.693,,225.91,0.091,194.024,0.078,,,2221.337,0.892,,,,,1730.729,0.695,0.015,36.415,12794.689,31.115,21.869,27.329,27.174,21.637,11.601,20.183,10.845,42.417,5.064,37.204,13.19,56.032,59.225,7.948,50.403,19.574,73.283,,,,
Asia,1978,,2536783728,,130.955,0.052,4227.558,181.144,4.477,6389.56,128.452,2.052,2.519,0.822,0.487,1.667,0.544,0.322,1821.9,0.718,,,,1565.438,67323.734,221712.547,38313.477,2401.987,2209.394,198427.094,22281.543,551.895,5396.454,,227.134,0.09,212.952,0.084,,,2168.209,0.855,,,,,1797.112,0.708,0.015,37.506,13689.636,33.179,22.16,27.422,27.893,22.285,11.959,20.338,11.17,43.534,5.264,37.317,13.548,56.949,58.217,8.35,51.338,19.621,73.432,,,,
Asia,1979,,2584916791,,134.347,0.052,4401.187,173.628,4.107,6309.186,-80.374,-1.258,2.441,0.778,0.456,1.703,0.543,0.318,1894.84,0.733,,,,1699.786,71724.914,228021.734,40208.312,2595.672,2452.881,200340.406,24177.844,590.422,5594.115,,193.685,0.075,243.487,0.094,,,1913.304,0.74,,,,,1896.3,0.734,0.015,38.527,14460.322,33.597,22.434,26.646,27.701,22.894,12.312,20.472,11.493,44.162,5.492,37.391,13.916,57.795,53.782,9.055,47.132,20.442,73.436,,,,
Asia,1980,,2635334410,,138.094,0.052,4395.949,-5.237,-0.119,6351.085,41.9,0.664,2.41,0.712,0.44,1.668,0.493,0.304,1939.028,0.736,,,,1837.88,76120.867,234372.828,42147.344,2763.631,2731.964,202300.859,26014.043,626.008,5501.145,,167.959,0.064,279.083,0.106,,,1960.46,0.744,,,,,1836.199,0.697,0.014,35.586,14497.356,34.299,22.542,26.927,27.605,23.481,12.643,20.606,11.81,44.618,5.761,37.471,14.239,58.518,53.079,10.119,47.996,20.512,73.827,,,,
Asia,1981,,2687793098,,142.971,0.053,4369.496,-26.454,-0.602,6964.974,613.889,9.666,2.591,0.753,0.475,1.626,0.472,0.298,1978.359,0.736,,,,1980.851,80490.367,241337.797,44125.699,2879.485,3032.433,204901.312,27811.756,660.137,5474.737,,115.854,0.043,300.469,0.112,,,2600.451,0.968,,,,,1797.714,0.669,0.013,34.129,14714.961,35.499,22.954,29.729,28.243,24.069,12.959,20.79,12.127,44.774,6.039,37.647,14.543,59.128,48.85,10.753,59.212,21.025,73.125,,,,
Asia,1982,,2742593626,,149.596,0.055,4519.137,149.641,3.425,7194.242,229.268,3.292,2.623,0.744,0.48,1.648,0.468,0.302,2121.362,0.773,,,,2130.447,85009.5,248532.047,46247.062,2996.241,3316.981,207581.469,29623.006,695.762,5487.919,,116.757,0.043,284.549,0.104,,,2680.143,0.977,,,,,1811.248,0.66,0.013,35.625,15051.132,37.312,23.93,30.885,29.767,24.684,13.283,20.989,12.465,44.943,6.265,37.833,14.842,59.904,49.562,10.418,60.789,21.704,79.142,,,,
Asia,1983,,2797881469,,159.821,0.057,4701.174,182.037,4.028,7903.649,709.407,9.861,2.825,0.78,0.501,1.68,0.464,0.298,2229.77,0.797,,,,2290.268,89710.672,256435.688,48476.832,3099.59,3608.042,210788.828,31501.814,734.128,5670.127,,103.348,0.037,291.06,0.104,,,3207.356,1.146,,,,,1878.809,0.672,0.014,38.366,15864.343,38.992,24.735,33.193,30.486,25.333,13.613,21.229,12.814,45.055,6.477,38.084,15.156,60.685,48.555,10.544,66.752,22.744,79.485,,,,
Asia,1984,,2853170213,,169.347,0.059,4975.358,274.184,5.832,9011.359,1107.71,14.015,3.158,0.841,0.529,1.744,0.464,0.292,2429.776,0.852,,,,2459.614,94686.031,265447.031,50906.613,3173.075,3982.506,214831.859,33388.426,775.802,6003.673,,73.486,0.026,374.464,0.131,,,4043.041,1.417,,,,,1886.611,0.661,0.015,41.674,17129.502,40.542,25.301,36.088,31.684,26.005,13.952,21.53,13.189,44.904,6.783,38.446,15.445,61.476,39.35,12.439,76.196,22.652,79.78,,,,
Asia,1985,,2909856492,,179.281,0.062,5266.603,291.245,5.854,8837.544,-173.816,-1.929,3.037,0.788,0.453,1.81,0.47,0.27,2656.944,0.913,,,,2638.896,99952.633,274284.594,53563.555,3236.869,4397.983,218409.281,35294.676,820.658,6884.637,,63.793,0.022,415.477,0.143,,,3577.42,1.229,,,,,1906.251,0.655,0.015,44.857,20033.307,42.406,25.911,34.785,32.331,26.706,14.3,21.798,13.588,44.66,7.112,38.734,15.721,62.301,35.158,13.311,70.416,22.893,81.156,,,,
Asia,1986,,2968294733,,191.309,0.064,5492.772,226.169,4.294,9314.833,477.289,5.401,3.138,0.798,0.458,1.85,0.471,0.27,2778.087,0.936,,,,2830.204,105445.406,283599.406,56341.645,3293.264,4848.297,222238.609,37261.301,870.698,7030.024,,56.395,0.019,450.314,0.152,,,3829.32,1.29,,,,,1966.625,0.663,0.017,50.04,20867.184,43.445,26.629,36.183,33.327,27.421,14.653,22.086,13.997,44.399,7.472,39.058,15.986,63.237,33.239,14.786,74.84,22.931,83.891,,,,
Asia,1987,,3028624604,,204.541,0.068,5732.141,239.369,4.358,9187.23,-127.603,-1.37,3.033,0.744,0.426,1.893,0.464,0.266,2938.284,0.97,,,,3034.745,111177.547,292786.656,59279.926,3348.657,5340.147,225700.312,39239.453,934.615,7283.253,,55.393,0.018,491.851,0.162,,,3461.71,1.143,,,,,1978.156,0.653,0.021,63.917,22058.24,44.544,26.944,34.818,34.097,28.15,15.006,22.343,14.418,44.175,7.832,39.313,16.232,64.399,33.982,14.881,67.706,22.857,85.903,,,,
Asia,1988,,3089224548,,222.634,0.072,6194.507,462.367,8.066,9527.321,340.091,3.702,3.084,0.727,0.412,2.005,0.473,0.268,3163.848,1.024,,,,3257.38,117372.055,302313.969,62443.773,3408.298,5865.942,229038.656,41384.25,1012.409,7637.859,,59.641,0.019,525.795,0.17,,,3338.344,1.081,,,,,2144.795,0.694,0.025,77.794,23595.061,46.036,28.02,35.07,35.506,28.918,15.383,22.601,14.865,43.888,8.186,39.546,16.507,65.721,32.15,15.17,65.994,23.904,87.249,,,,
Asia,1989,,3149702853,,230.653,0.073,6410.467,215.96,3.486,9498.615,-28.707,-0.301,3.016,0.698,0.392,2.035,0.471,0.265,3216.611,1.021,,,,3488.033,123782.523,311812.594,65660.383,3465.562,6433.369,232135.609,43647.496,1087.676,7850.13,,57.263,0.018,567.427,0.18,,,3096.959,0.983,,,,,2263.246,0.719,0.024,75.267,24725.578,46.738,28.605,34.82,36.103,29.666,15.76,22.845,15.306,43.776,8.544,39.747,16.798,66.845,38.003,15.589,63.608,24.789,86.803,,,,
Asia,1990,,3210563750,,237.589,0.074,6611.225,200.757,3.132,9403.637,-94.978,-1,2.929,0.659,0.373,2.059,0.464,0.262,3252.217,1.013,6555.929,2.042,0.46,3725.622,130393.742,321216.219,68912.602,3545.374,7080.962,234937.656,45955.383,1173.805,8005.453,,79.812,0.025,647.593,0.202,2.927,3.015,2802.044,0.873,2672.5,0.832,777.41,0.242,2307.884,0.719,0.027,86.129,25702.018,48.109,29.051,34.028,37.431,30.409,16.134,23.067,15.745,43.318,8.949,39.894,17.078,63.388,29.796,16.895,57.451,24.952,38.346,9678.54,9398.431,-55.296,-0.836
Asia,1991,,3269054085,,261.622,0.08,7414.699,803.474,12.153,9673.079,269.442,2.865,2.959,0.655,0.368,2.268,0.502,0.282,3368.297,1.03,6723.021,2.057,0.455,3987.244,137808.438,330889.312,72280.898,3644.52,7779.557,237203.547,48852.668,1263.554,8169.669,,99.146,0.03,698.596,0.214,2.962,3.048,2265.891,0.693,2680.96,0.82,789.8,0.242,2897.288,0.886,0.027,89.749,26707.09,51.526,31.898,34.544,39.148,31.25,16.575,23.294,16.197,43.041,9.369,39.956,17.522,61.079,35.038,17.868,47.631,29.797,41.369,9963.21,9683.03,-691.678,-9.328
Asia,1992,,3324377494,,293.244,0.088,7256.959,-157.74,-2.127,9660.624,-12.455,-0.129,2.906,0.626,0.347,2.183,0.47,0.261,3428.207,1.031,7248.036,2.18,0.47,4280.487,145065.406,340549.938,75709.102,3713.333,8525.59,239614.875,51475.34,1361.548,8394.929,,68.813,0.021,746.032,0.224,2.997,3.081,2411.315,0.725,2693.71,0.81,809.19,0.243,2622.671,0.789,0.029,97.993,27907.912,55.44,32.139,35.167,40.817,32.212,16.987,23.519,16.651,42.594,9.8,40.032,17.871,59.559,27.472,18.848,49.304,28.427,45.089,10243.729,9963.57,-8.924,-0.123
Asia,1993,,3378235529,,324.774,0.096,7589.25,332.29,4.579,9822.252,161.628,1.673,2.908,0.604,0.338,2.247,0.467,0.261,3560.168,1.054,7485.799,2.216,0.461,4605.262,152654.656,350372.156,79269.273,3779.303,9329.989,241856.312,54202.301,1468.523,8605.376,,65.971,0.02,804.401,0.238,3.055,3.138,2241.452,0.663,2740.02,0.811,807.17,0.239,2726.961,0.807,0.032,106.975,29070.986,58.888,33.267,35.473,41.88,33.275,17.41,23.743,17.114,42.17,10.246,40.08,18.233,58.68,27.031,19.778,45.965,29.536,49.399,10601.8,10321.61,-103.451,-1.363
Asia,1994,,3431170953,,356.125,0.104,7920.648,331.399,4.367,10419.786,597.534,6.083,3.037,0.613,0.341,2.308,0.466,0.259,3717.167,1.083,7637.147,2.226,0.449,4961.387,160575.312,360791.969,82986.445,3848.82,10185.347,244363.734,57014.473,1578.835,8910.284,,69.516,0.02,855.357,0.249,3.113,3.195,2507.422,0.731,2770.17,0.807,834.15,0.243,2812.171,0.82,0.032,110.312,30572.709,60.518,34.483,36.864,43.483,34.387,17.846,23.99,17.592,41.789,10.703,40.143,18.6,58.062,28.025,20.852,47.347,30.35,50.925,10961.609,10681.32,-283.501,-3.579
Asia,1995,,3483316665,,385.61,0.111,8241.792,321.144,4.055,10549.731,129.946,1.247,3.029,0.585,0.33,2.366,0.457,0.258,3933.509,1.129,7993.496,2.295,0.443,5346.997,168817.094,371341.688,86919.953,3911.782,11049.05,246678.5,59897.062,1692.252,9160.774,,62.962,0.018,863.703,0.248,3.242,3.323,2314.769,0.665,2839.47,0.815,889.3,0.255,2882.589,0.828,0.033,113.417,31909.877,61.951,35.133,36.699,44.73,35.527,18.285,24.228,18.089,41.373,11.119,40.174,18.961,57.506,25.706,20.516,43.772,30.784,50.737,11575.24,11293.061,-248.296,-3.013
Asia,1996,,3534544077,,402.647,0.114,8573.008,331.215,4.019,11014.539,464.808,4.406,3.116,0.576,0.33,2.425,0.448,0.257,4096.282,1.159,8238.948,2.331,0.431,5749.644,177390.094,382356.219,91016.234,3976.371,11955.29,249125.906,62885.16,1807.406,9424.527,,64.589,0.018,906.24,0.256,3.255,3.275,2447.406,0.692,2825.23,0.799,920.7,0.26,2988.095,0.845,0.033,115.153,33311.406,63.378,35.485,37.408,45.435,36.655,18.724,24.477,18.593,40.984,11.521,40.227,19.317,57.112,26.131,20.615,46.308,30.987,51.894,11577.28,11505.58,-334.06,-3.897
Asia,1997,,3585198287,,420.511,0.117,8687.989,114.982,1.341,12801.063,1786.525,16.22,3.571,0.647,0.372,2.423,0.439,0.253,4098.437,1.143,8245.477,2.3,0.417,6170.154,186078.078,395157.312,95114.664,4044.291,12913.16,253243.766,65911.156,1924.661,9560.68,,67.92,0.019,957.87,0.267,3.261,3.546,4117.86,1.149,3057.09,0.853,916.62,0.256,3025.998,0.844,0.033,117.255,34276.934,63.595,35.749,40.758,45.703,37.744,19.15,24.797,19.08,40.634,11.936,40.428,19.656,56.802,27.082,21.708,57.958,30.919,52.421,12712.93,11693.12,-442.513,-5.093
Asia,1998,,3635442850,,411.68,0.113,8419.528,-268.461,-3.09,10873.798,-1927.266,-15.056,2.991,0.548,0.316,2.316,0.424,0.245,3910.883,1.076,7792.209,2.143,0.393,6581.834,194497.625,406031.094,99025.555,4110.649,13871.571,255704.109,68868.586,2039.424,9444.719,,66.359,0.018,958.411,0.264,3.235,3.315,2460.339,0.677,2913.58,0.801,934.32,0.257,2957.433,0.814,0.032,114.763,34335.734,62.507,34.772,36.612,44.819,38.703,19.53,25.014,19.523,40.327,12.312,40.466,19.95,56.512,27.62,21.372,44.842,29.923,52.054,12049.94,11758.85,-627.319,-7.451
Asia,1999,,3685232690,,440.303,0.119,8880.381,460.852,5.474,11284.555,410.757,3.777,3.062,0.55,0.317,2.41,0.433,0.25,4107.223,1.115,8291.999,2.25,0.404,7022.138,203378,417315.656,103132.773,4175.817,14911.865,258114.844,71983.336,2152.074,9620.405,,65.167,0.018,1040.293,0.282,3.244,3.278,2410.729,0.654,2900.54,0.787,942.79,0.256,3114.745,0.845,0.031,112.649,35453.434,63.719,35.906,37.34,46.382,39.68,19.926,25.239,19.984,40.052,12.714,40.496,20.258,56.219,27.999,22.508,43.919,30.801,51.388,12079.91,11956.229,-588.382,-6.626
